season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2005-2006,"2005 World Cup 4, Netherlands",1000M,m,Heats,1,1,1,,50,PeterDARAZS,6465,HUN,1:32.536,Q
2005-2006,"2005 World Cup 4, Netherlands",1000M,m,Heats,1,2,5,,94,AlexanderGERTSIKOV,6570,RUS,1:32.649,Q
2005-2006,"2005 World Cup 4, Netherlands",1000M,m,Heats,1,3,3,,41,SebastianPRAUS,6364,GER,1:32.761,ADV
2005-2006,"2005 World Cup 4, Netherlands",1000M,m,Heats,1,4,2,,17,KirilPANDOV,6779,BUL,1:33.565,
2005-2006,"2005 World Cup 4, Netherlands",1000M,m,Heats,1,DQ,4,,35,JeanCharlesMATTEI,6057,FRA,DQ,
2005-2006,"2005 World Cup 4, Netherlands",1000M,m,Heats,2,1,5,,110,ApoloAntonOHNO,6497,USA,1:27.427,Q
2005-2006,"2005 World Cup 4, Netherlands",1000M,m,Heats,2,3,3,,26,LIYe,6655,CHN,1:27.826,
2005-2006,"2005 World Cup 4, Netherlands",1000M,m,Heats,2,4,4,,36,ThibautFAUCONNET,6785,FRA,1:28.187,
2005-2006,"2005 World Cup 4, Netherlands",1000M,m,Heats,2,5,2,,46,PaulSTANLEY,7054,GBR,1:30.951,
2005-2006,"2005 World Cup 4, Netherlands",1000M,m,Heats,3,1,3,,88,LEEHo-Suk,6856,KOR,1:30.408,Q
2005-2006,"2005 World Cup 4, Netherlands",1000M,m,Heats,3,2,4,,13,WimdeDEYNE,6699,BEL,1:31.112,Q
2005-2006,"2005 World Cup 4, Netherlands",1000M,m,Heats,3,3,1,,48,TomIVESON,6898,GBR,1:31.191,
2005-2006,"2005 World Cup 4, Netherlands",1000M,m,Heats,3,4,5,,74,NielsKERSTHOLT,7067,NED,2:04.910,ADV
2005-2006,"2005 World Cup 4, Netherlands",1000M,m,Heats,3,DQ,2,,64,TakahiroFUJIMOTO,6277,JPN,DQ,
2005-2006,"2005 World Cup 4, Netherlands",1000M,m,Heats,4,1,3,,22,EricBEDARD,6703,CAN,1:27.835,Q
2005-2006,"2005 World Cup 4, Netherlands",1000M,m,Heats,4,2,2,,12,PieterGYSEL,6425,BEL,1:27.877,Q
2005-2006,"2005 World Cup 4, Netherlands",1000M,m,Heats,4,3,4,,72,CeesJUFFERMANS,6072,NED,1:27.897,
2005-2006,"2005 World Cup 4, Netherlands",1000M,m,Heats,4,4,6,,43,ArianNACHBAR,6637,GER,1:28.194,
2005-2006,"2005 World Cup 4, Netherlands",1000M,m,Heats,4,5,1,,115,AndrePULEC,6054,AUT,1:28.565,
2005-2006,"2005 World Cup 4, Netherlands",1000M,m,Heats,4,6,5,,18,AssenPANDOV,6778,BUL,1:28.933,
2005-2006,"2005 World Cup 4, Netherlands",1000M,m,Heats,5,1,1,,63,SatoruTERAO,6320,JPN,1:29.825,Q
2005-2006,"2005 World Cup 4, Netherlands",1000M,m,Heats,5,2,4,,95,ViacheslavKURGINIAN,6934,RUS,1:30.301,Q
2005-2006,"2005 World Cup 4, Netherlands",1000M,m,Heats,5,3,6,,104,SaschaLAUBER,6634,SUI,1:30.328,
2005-2006,"2005 World Cup 4, Netherlands",1000M,m,Heats,5,4,5,,2,MarkMcNEE,6432,AUS,1:34.446,ADV
2005-2006,"2005 World Cup 4, Netherlands",1000M,m,Heats,5,5,2,,27,LIHaonan,6658,CHN,1:56.323,
2005-2006,"2005 World Cup 4, Netherlands",1000M,m,Heats,5,DQ,3,,99,MatusUZAK,6510,SVK,DQ,
2005-2006,"2005 World Cup 4, Netherlands",1000M,m,Heats,6,1,5,,25,LIJiajun,7095,CHN,1:28.421,Q
2005-2006,"2005 World Cup 4, Netherlands",1000M,m,Heats,6,2,2,,21,Francois-LouisTREMBLAY,6704,CAN,1:28.594,Q
2005-2006,"2005 World Cup 4, Netherlands",1000M,m,Heats,6,3,1,,40,TysonHEUNG,6240,GER,1:28.737,
2005-2006,"2005 World Cup 4, Netherlands",1000M,m,Heats,6,4,6,,61,RobertoSERRA,6463,ITA,1:28.970,
2005-2006,"2005 World Cup 4, Netherlands",1000M,m,Heats,6,5,3,,51,GaborGALAMBOS,6010,HUN,1:30.337,
2005-2006,"2005 World Cup 4, Netherlands",1000M,m,Heats,6,6,4,,9,AliaksandrANTANENKA,6850,BLR,1:33.773,
2005-2006,"2005 World Cup 4, Netherlands",1000M,m,Heats,7,1,5,,111,JPKEPKA,6501,USA,1:32.468,Q
2005-2006,"2005 World Cup 4, Netherlands",1000M,m,Heats,7,2,1,,37,MaximeCHATAIGNIER,6106,FRA,1:32.604,Q
2005-2006,"2005 World Cup 4, Netherlands",1000M,m,Heats,7,3,3,,59,NicolaRODIGARI,6332,ITA,1:32.617,
