season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2003-2004,"2004 World Junior Championships, China",1500M,w,QuarterFinals,1,1,5,,7,KalynaROBERGE,6284,CAN,2:36.832,Q
2003-2004,"2004 World Junior Championships, China",1500M,w,QuarterFinals,1,2,6,,26,MikaOZAWA,6318,JPN,2:36.892,Q
2003-2004,"2004 World Junior Championships, China",1500M,w,QuarterFinals,1,3,2,,13,MyrtilleGOLLIN,6714,FRA,2:37.115,Q
2003-2004,"2004 World Junior Championships, China",1500M,w,QuarterFinals,1,4,3,,48,ValeriyaREZNIK,6573,RUS,2:37.374,
2003-2004,"2004 World Junior Championships, China",1500M,w,QuarterFinals,1,5,1,,30,VOLOKITINAXeniya,6293,KAZ,2:47.149,
2003-2004,"2004 World Junior Championships, China",1500M,w,QuarterFinals,1,6,4,,19,BIROKristina,6290,HUN,3:13.020,
2003-2004,"2004 World Junior Championships, China",1500M,w,QuarterFinals,2,1,4,,33,KANGYun-Mi,6830,KOR,2:37.607,Q
2003-2004,"2004 World Junior Championships, China",1500M,w,QuarterFinals,2,2,1,,8,SULinlin,6271,CHN,2:37.737,Q
2003-2004,"2004 World Junior Championships, China",1500M,w,QuarterFinals,2,3,2,,12,KaterinaNOVOTNA,6647,CZE,2:37.894,Q
2003-2004,"2004 World Junior Championships, China",1500M,w,QuarterFinals,2,4,3,,6,EmilieNADEAU-BENOIT,7073,CAN,2:38.187,
2003-2004,"2004 World Junior Championships, China",1500M,w,QuarterFinals,2,5,5,,58,KristenBIONDO,6283,USA,2:41.597,
2003-2004,"2004 World Junior Championships, China",1500M,w,QuarterFinals,3,1,1,,9,ZHUMiLei,6576,CHN,2:35.098,Q
2003-2004,"2004 World Junior Championships, China",1500M,w,QuarterFinals,3,2,5,,57,Hyo-JungKIM,6921,USA,2:35.151,Q
2003-2004,"2004 World Junior Championships, China",1500M,w,QuarterFinals,3,3,2,,18,RozsaDARAZS,6797,HUN,2:35.908,Q
2003-2004,"2004 World Junior Championships, China",1500M,w,QuarterFinals,3,4,3,,21,ElenaPRIBYSH,6789,ISR,2:35.987,
2003-2004,"2004 World Junior Championships, China",1500M,w,QuarterFinals,3,5,4,,55,HSUChiao-Ren,6919,TPE,2:47.689,
2003-2004,"2004 World Junior Championships, China",1500M,w,QuarterFinals,4,1,5,,46,TatianaBORODULINA,7483,RUS,2:41.441,Q
2003-2004,"2004 World Junior Championships, China",1500M,w,QuarterFinals,4,2,2,,10,QIMengyao,6285,CHN,2:41.803,Q
2003-2004,"2004 World Junior Championships, China",1500M,w,QuarterFinals,4,3,1,,28,AyukoITO,6791,JPN,2:41.868,Q
2003-2004,"2004 World Junior Championships, China",1500M,w,QuarterFinals,4,4,3,,59,JadeWHEELER,7072,USA,2:42.139,
2003-2004,"2004 World Junior Championships, China",1500M,w,QuarterFinals,4,5,6,,37,EvitaKRIEVANE,6833,LAT,2:44.358,
2003-2004,"2004 World Junior Championships, China",1500M,w,QuarterFinals,4,DQ,4,,24,CatiaBORRELLO,6612,ITA,DQ,
2003-2004,"2004 World Junior Championships, China",1500M,w,QuarterFinals,5,1,2,,35,JUNGEun-Ju,6297,KOR,2:30.645,Q
2003-2004,"2004 World Junior Championships, China",1500M,w,QuarterFinals,5,2,1,,5,AnoukLEBLANC-BOUCHER,6795,CAN,2:32.010,Q
2003-2004,"2004 World Junior Championships, China",1500M,w,QuarterFinals,5,3,6,,47,OlesyaOSKINA,6049,RUS,2:32.636,Q
2003-2004,"2004 World Junior Championships, China",1500M,w,QuarterFinals,5,4,3,,22,EkaterinaSTUKANOV,6790,ISR,2:34.421,
2003-2004,"2004 World Junior Championships, China",1500M,w,QuarterFinals,5,5,4,,27,MarikoUZAWA,6904,JPN,2:36.023,
2003-2004,"2004 World Junior Championships, China",1500M,w,QuarterFinals,5,6,5,,3,TALAYEVAVolha,6792,BLR,2:45.723,
